review_id,row_position,review_priority_score,review_reason,text_input,base_predicted_labels,rules_predicted_labels,embeddings_predicted_labels,llm_few_shot_predicted_labels,llm_zero_shot_predicted_labels
11,187,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: POST | request_http_request: /blog/index.php/my-account/ | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_referer: http://test-site.com/blog/index.php/my-account/ | request_host: test-site.com | request_cookie: wordpress_test_cookie=WP+Cookie+check | request_content_type: application/x-www-form-urlencoded | request_body: username=panickySalami0&password=%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F&user-registration-login-nonce=6eac0e2d5f&_wp_http_referer=%2Fblog%2Findex.php%2Fmy-account%2F&login=Login&redirect=&rememberme=forever,000 - Normal,126 - Path Traversal,274 - HTTP Verb Tampering,,
12,198,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F/index.php/porro-corrupti-cupiditate-neque-fugit-aperiam-exercitationem | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_host: test-site.com,000 - Normal,126 - Path Traversal,272 - Protocol Manipulation,,
13,223,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /blog/index.php/%5C..%5C..%5C..%5C..%5C..%5C..%5C..%5C..%5C..%5C..%5C..%5C..%5C..%5C..%5C..%5C..%5C/hic-quod-et-odit | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_host: test-site.com | request_cookie: wordpress_test_cookie=WP+Cookie+check; wordpress_logged_in_1aefbe2f76edd740f8e362f39da3353b=rafael%7C1595188528%7ClHi7YVFypQtuJVAqG6B4FOpzZ24r5fr11PP0w4JBwKX%7C05eff642e7638456de705bca89de40119bc343cb09e3b0c57372fe30717543b0,000 - Normal,126 - Path Traversal,274 - HTTP Verb Tampering,,
14,231,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2Fetc%2Fpasswd/index.php/tag/sapiente-blanditiis-quasi/feed | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_host: test-site.com,000 - Normal,126 - Path Traversal,88 - OS Command Injection,,
15,240,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /blog/wp-admin/load-styles.php?c=%5C..%5C..%5C..%5C..%5C..%5C..%5C..%5C..%5C..%5C..%5C..%5C..%5C..%5C..%5C..%5C..%5C&dir=ltr&load%5B%5D=dashicons%2Cbuttons%2Cforms%2Cl10n%2Clogin&ver=4.9.5 | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_host: test-site.com | request_cookie: wordpress_test_cookie=WP+Cookie+check; wordpress_logged_in_1aefbe2f76edd740f8e362f39da3353b=rafael%7C1595188528%7ClHi7YVFypQtuJVAqG6B4FOpzZ24r5fr11PP0w4JBwKX%7C05eff642e7638456de705bca89de40119bc343cb09e3b0c57372fe30717543b0; wordpress_1aefbe2f76edd740f8e362f39da3353b=rafael%7C1595188528%7ClHi7YVFypQtuJVAqG6B4FOpzZ24r5fr11PP0w4JBwKX%7C3df2da3c274e17ce3af26b9abda146f5795e02698144c1d3acdbf97d2f47d797,000 - Normal,126 - Path Traversal,274 - HTTP Verb Tampering,,
16,249,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2Fetc%2Fpasswd/wp-content/plugins/user-registration/assets/css/my-account-layout.css?ver=1.8.2.1 | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_referer: http://test-site.com/ | request_host: test-site.com,000 - Normal,126 - Path Traversal,310 - Scanning for Vulnerable Software,,
17,264,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /blog/wp-content/%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F/user-registration/assets/js/inputmask | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_host: test-site.com | request_cookie: wordpress_test_cookie=WP+Cookie+check; wordpress_logged_in_1aefbe2f76edd740f8e362f39da3353b=rafael%7C1595188528%7ClHi7YVFypQtuJVAqG6B4FOpzZ24r5fr11PP0w4JBwKX%7C05eff642e7638456de705bca89de40119bc343cb09e3b0c57372fe30717543b0,000 - Normal,126 - Path Traversal,242 - Code Injection,,
18,271,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /blog/%5C..%5C..%5C..%5C..%5C..%5C..%5C..%5C..%5C..%5C..%5C..%5C..%5C..%5C..%5C..%5C..%5C/themes/twentyseventeen/assets | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:73.0) Gecko/20100101 Firefox/73.0 | request_referer: https://test-site.com/blog/index.php/my-account/ | request_host: test-site.com | request_cookie: wordpress_test_cookie=WP+Cookie+check; wordpress_logged_in_1aefbe2f76edd740f8e362f39da3353b=rafael%7C1595188528%7ClHi7YVFypQtuJVAqG6B4FOpzZ24r5fr11PP0w4JBwKX%7C05eff642e7638456de705bca89de40119bc343cb09e3b0c57372fe30717543b0,000 - Normal,126 - Path Traversal,310 - Scanning for Vulnerable Software,,
19,272,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /blog/..%5C..%5C..%5C..%5C..%5C..%5C..%5C..%5C..%5C..%5C..%5C..%5C..%5C..%5C..%5C..%5C/themes/twentyseventeen/assets/css | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_referer: http://test-site.com/blog/index.php/my-account/ | request_host: test-site.com | request_cookie: wordpress_test_cookie=WP+Cookie+check; wordpress_logged_in_1aefbe2f76edd740f8e362f39da3353b=rafael%7C1595188528%7ClHi7YVFypQtuJVAqG6B4FOpzZ24r5fr11PP0w4JBwKX%7C05eff642e7638456de705bca89de40119bc343cb09e3b0c57372fe30717543b0,000 - Normal,126 - Path Traversal,310 - Scanning for Vulnerable Software,,
20,278,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /blog/wp-content/themes/twentyseventeen/assets/css/%2Fetc%2Fpasswd?ver=1.0 | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_referer: http://test-site.com/ | request_host: test-site.com | request_cookie: wordpress_test_cookie=WP+Cookie+check; wordpress_logged_in_1aefbe2f76edd740f8e362f39da3353b=rafael%7C1595188528%7ClHi7YVFypQtuJVAqG6B4FOpzZ24r5fr11PP0w4JBwKX%7C05eff642e7638456de705bca89de40119bc343cb09e3b0c57372fe30717543b0,000 - Normal,126 - Path Traversal,34 - HTTP Response Splitting,,
21,282,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /blog/wp-content/themes/twentyseventeen/assets/js/navigation.js?ver=1.0 | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_referer: ..\..\..\..\..\..\..\..\..\..\..\..\..\..\..\..\ | request_host: test-site.com | request_cookie: wordpress_test_cookie=WP+Cookie+check; wordpress_logged_in_1aefbe2f76edd740f8e362f39da3353b=rafael%7C1595188528%7ClHi7YVFypQtuJVAqG6B4FOpzZ24r5fr11PP0w4JBwKX%7C05eff642e7638456de705bca89de40119bc343cb09e3b0c57372fe30717543b0,000 - Normal,126 - Path Traversal,34 - HTTP Response Splitting,,
22,295,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /blog/wp-content/uploads/..%5C..%5C..%5C..%5C..%5C..%5C..%5C..%5C..%5C..%5C..%5C..%5C..%5C..%5C..%5C..%5C/04/38536cfd-4e8b-3340-b4c4-af387cc163a8.jpg | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_referer: http://test-site.com/blog/index.php/nihil-dolorem-molestiae-recusandae-corrupti-qui-alias/ | request_host: test-site.com | request_cookie: wordpress_test_cookie=WP+Cookie+check; wordpress_logged_in_1aefbe2f76edd740f8e362f39da3353b=rafael%7C1595188528%7ClHi7YVFypQtuJVAqG6B4FOpzZ24r5fr11PP0w4JBwKX%7C05eff642e7638456de705bca89de40119bc343cb09e3b0c57372fe30717543b0,000 - Normal,126 - Path Traversal,274 - HTTP Verb Tampering,,
23,305,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /blog/wp-content/etc%2Fpasswd/2020/04/7c651b11-3631-3f9e-b728-dc11efe811c7.png | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_referer: http://test-site.com/ | request_host: test-site.com | request_cookie: wordpress_test_cookie=WP+Cookie+check; wordpress_logged_in_1aefbe2f76edd740f8e362f39da3353b=rafael%7C1595188528%7ClHi7YVFypQtuJVAqG6B4FOpzZ24r5fr11PP0w4JBwKX%7C05eff642e7638456de705bca89de40119bc343cb09e3b0c57372fe30717543b0,000 - Normal,126 - Path Traversal,34 - HTTP Response Splitting,,
24,315,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /blog/wp-content/%2Fetc%2Fpasswd/2020/04/bdffa507-6fa1-380b-b720-116dfaf00c82-1024x682.jpg | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_referer: http://test-site.com/blog/index.php/aliquam-odio-a-labore-magnam-quam-quis/embed/ | request_host: test-site.com | request_cookie: wordpress_test_cookie=WP+Cookie+check; wordpress_logged_in_1aefbe2f76edd740f8e362f39da3353b=rafael%7C1595188528%7ClHi7YVFypQtuJVAqG6B4FOpzZ24r5fr11PP0w4JBwKX%7C05eff642e7638456de705bca89de40119bc343cb09e3b0c57372fe30717543b0,000 - Normal,126 - Path Traversal,274 - HTTP Verb Tampering,,
25,318,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /blog/wp-content/..%5C..%5C..%5C..%5C..%5C..%5C..%5C..%5C..%5C..%5C..%5C..%5C..%5C..%5C..%5C..%5C/2020/04/c88a75c6-b439-3e82-99dd-0aca7c568b15-1024x682.jpg | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_referer: http://test-site.com/blog/index.php/sample-page/ut-aspernatur-est-dolores/embed/ | request_host: test-site.com | request_cookie: wordpress_test_cookie=WP+Cookie+check; wordpress_logged_in_1aefbe2f76edd740f8e362f39da3353b=rafael%7C1595188528%7ClHi7YVFypQtuJVAqG6B4FOpzZ24r5fr11PP0w4JBwKX%7C05eff642e7638456de705bca89de40119bc343cb09e3b0c57372fe30717543b0,000 - Normal,126 - Path Traversal,274 - HTTP Verb Tampering,,
26,321,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /blog/wp-content/uploads/%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F/04/e3780f73-5198-35c8-8ece-d2d4feda884e-1024x682.jpg | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_referer: http://test-site.com/blog/index.php/2020/04/04/labore-pariatur-amet-quam/embed/ | request_host: test-site.com | request_cookie: wordpress_test_cookie=WP+Cookie+check; wordpress_logged_in_1aefbe2f76edd740f8e362f39da3353b=rafael%7C1595188528%7ClHi7YVFypQtuJVAqG6B4FOpzZ24r5fr11PP0w4JBwKX%7C05eff642e7638456de705bca89de40119bc343cb09e3b0c57372fe30717543b0,000 - Normal,126 - Path Traversal,310 - Scanning for Vulnerable Software,,
27,368,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /blog/%2Fthishouldnotexistandhopefullyitwillnot?reauth=1&redirect_to=http%3A%2F%2Ftest-site.com%2Fblog%2Fwp-admin%2Fprofile.php | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_referer: http://test-site.com/blog/wp-admin/profile.php | request_host: test-site.com | request_cookie: wordpress_test_cookie=WP+Cookie+check,000 - Normal,194 - Fake the Source of Data,310 - Scanning for Vulnerable Software,,
28,400,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /blog/index.php/2020/04/04/consequatur-ad-error-quidem/http%3A%2F%2Fwww.google.com%2Fsearch%3Fq%3DOWASP%2520health | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_host: test-site.com | request_cookie: wordpress_test_cookie=WP+Cookie+check,000 - Normal,194 - Fake the Source of Data,274 - HTTP Verb Tampering,,
29,476,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /blog/https%3A%2F%2Fwww.google.com%2Fsearch%3Fq%3DOWASP%2520entry/accusantium-eveniet-rem-voluptatem | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_referer: http://test-site.com/blog/index.php/accusantium-eveniet-rem-voluptatem/ | request_host: test-site.com | request_cookie: wordpress_test_cookie=WP+Cookie+check,000 - Normal,194 - Fake the Source of Data,274 - HTTP Verb Tampering,,
30,843,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /blog/wp-includes/js/www.google.com%2Fsearch%3Fq%3DOWASP%2520failure/ui | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_referer: http://test-site.com/blog/index.php/my-account/edit-profile/ | request_host: test-site.com | request_cookie: wordpress_test_cookie=WP+Cookie+check; wordpress_logged_in_1aefbe2f76edd740f8e362f39da3353b=rafael%7C1595192794%7Cac2rIDjGxLVFiHg6gbhjlqskQeNCp4jlT2Ie0y0aAac%7C46ce7c738987c7405e97a93bf8801872fc61acea0d217d2ba547814ea71cc3d4,000 - Normal,194 - Fake the Source of Data,274 - HTTP Verb Tampering,,
31,1085,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /blog/index.php/2020/04+OR+1%3D1/04/animi-sint-ut-sed-commodi/feed | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_host: test-site.com | request_cookie: comment_author_url_1aefbe2f76edd740f8e362f39da3353b=http%3A%2F%2Fwww.example.com; comment_author_email_1aefbe2f76edd740f8e362f39da3353b=foo-bar%40example.com; wordpress_test_cookie=WP+Cookie+check; comment_author_1aefbe2f76edd740f8e362f39da3353b=technology,000 - Normal,66 - SQL Injection,88 - OS Command Injection,,
32,1117,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /blog/index.php/2020/04%27+OR+%271%27%3D%271%27+--+/04/hic-porro-nihil-non-rerum/feed | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_host: test-site.com | request_cookie: comment_author_url_1aefbe2f76edd740f8e362f39da3353b=http%3A%2F%2Fwww.example.com; comment_author_email_1aefbe2f76edd740f8e362f39da3353b=foo-bar%40example.com; wordpress_test_cookie=WP+Cookie+check; comment_author_1aefbe2f76edd740f8e362f39da3353b=death,000 - Normal,66 - SQL Injection,88 - OS Command Injection,,
33,1160,0.763262,desacuerdo_alto_entre_tecnicas;conflicto_normal_vs_ataque;baja_confianza_o_incertidumbre,request_http_method: GET | request_http_request: /blog/index.php/2020/04/04/nihil-tenetur-et-ad-in-dolores%22+AND+%221%22%3D%221%22+--+/feed | request_user_agent: Mozilla/5.0 (X11; Linux x86_64; rv:70.0) Gecko/20100101 Firefox/70.0 | request_host: test-site.com | request_cookie: comment_author_url_1aefbe2f76edd740f8e362f39da3353b=http%3A%2F%2Fwww.example.com; comment_author_email_1aefbe2f76edd740f8e362f39da3353b=foo-bar%40example.com; wordpress_test_cookie=WP+Cookie+check; comment_author_1aefbe2f76edd740f8e362f39da3353b=atmosphere,000 - Normal,66 - SQL Injection,88 - OS Command Injection,,
